Dim_1,Dim_2
0.9533715,-9.216127
0.939377,-9.502442
0.96488094,-3.569285
1.1868047,-3.1133235
1.1704121,-3.177652
1.1774641,-3.1319973
1.161191,-3.1525812
1.1775734,-3.1378932
1.1994761,-3.1071777
1.1746913,-3.1388426
1.1677934,-3.151601
1.1770179,-3.1412601
3.0539393,9.80488
3.0951576,9.751018
3.0881345,9.762281
3.0753655,9.775041
1.1440068,-3.2608433
1.1402323,-3.2670784
1.1594843,-3.251982
1.1269068,-3.2994394
1.1053704,-3.341408
1.0922531,-3.3520708
1.1123517,-3.3164287
1.0717503,-3.4164324
0.97868276,-3.5618236
1.0290989,-3.5070095
0.958957,-3.5859215
3.100864,9.746296
0.9369512,-3.6065686
0.9393806,-3.635262
0.97187376,-3.6037908
1.030156,-3.5105019
0.9922098,-3.555188
1.0055586,-3.5406961
1.0426826,-3.4899287
0.9974393,-3.5498166
0.9776448,-3.559132
0.987425,-3.558432
3.0768158,9.774803
1.0633923,-3.4736626
1.0595448,-3.4663212
0.96193004,-3.590554
0.99588174,-3.5472198
0.658734,-4.3888144
3.1059182,9.731371
0.7963747,-4.0159082
0.7785449,-4.0425262
0.81173325,-3.9858768
0.80077,-4.023031
0.8337023,-3.9720223
0.8002884,-4.016679
0.76678884,-4.0530972
3.0967455,9.717913
0.80582374,-4.050962
0.79948425,-4.243366
0.6617738,-4.4226847
0.7841258,-4.2497563
3.0729687,9.71194
0.70972914,-4.294674
0.69726676,-4.2138186
0.72402847,-4.338657
0.68550813,-4.354537
3.1266055,9.73371
0.7215465,-4.386387
3.1626163,9.726334
0.692057,-4.3985558
0.71245635,-4.425192
0.636934,-4.419561
0.73097134,-4.339904
0.7174101,-4.411756
0.69859654,-4.369845
0.70239276,-4.384555
0.6841686,-4.3944554
0.6887874,-4.395682
0.64340574,-4.4219136
3.153064,9.696293
3.142034,9.69718
3.1532178,9.688762
3.155063,9.700914
3.1769392,9.669814
0.6846219,-4.4087615
0.6734465,-4.4101853
0.65131503,-4.3992796
0.686488,-4.3993692
1.0299202,-9.475706
0.9845825,-8.481095
1.0527188,-8.442855
0.94362384,-8.539326
3.1446664,9.477031
0.9291226,-8.493454
0.9210885,-8.541503
0.96329993,-8.51294
3.1426463,9.403487
3.1527674,9.445674
0.91966057,-8.533619
1.0997306,-9.157644
1.1181372,-9.17397
1.1100426,-9.153667
1.0632398,-9.166543
1.0953467,-9.260873
1.0700483,-9.201418
1.0824815,-9.265288
1.0595663,-9.270979
1.0300255,-9.158645
3.17394,9.160496
0.9229294,-9.485279
0.9983889,-9.486377
3.1633577,9.190708
1.0387489,-9.493468
3.1475236,9.175181
1.0305573,-9.46079
1.0373871,-9.489277
3.168434,9.172836
0.98783624,-9.518444
0.99321556,-9.507734
1.0289391,-9.482733
3.1711926,9.185844
1.0344106,-9.518193
1.019041,-9.478046
0.88838935,-9.44452
3.1648753,9.18828
0.9952435,-9.538172
0.9771986,-9.568733
0.9859241,-9.513097
0.95926327,-9.54419
1.0750824,-9.286004
1.0335952,-9.335533
1.0765957,-9.33309
0.95762897,-9.396159
3.160985,9.187727
3.1632924,9.174492
3.1567516,9.174859
0.98264575,-9.520255
3.1580887,9.177002
1.0782019,-9.356201
0.9540119,-3.5931299
3.0278919,9.832792
3.0730448,9.774793
1.1668165,-3.1803596
3.0697877,9.784857
1.1443197,-3.1940007
1.2053481,-3.121782
1.1096994,-3.2686355
1.1430308,-3.2230775
1.180849,-3.1969466
1.1472113,-3.2247396
1.1219499,-3.3223727
1.1722602,-3.2900538
1.0768673,-3.3245158
1.1186233,-3.3509293
3.0910544,9.7539
1.1295339,-3.305014
1.1515628,-3.279286
1.0863409,-3.4027042
1.1450207,-3.2805395
1.1485295,-3.274845
1.0167776,-3.5214775
0.96896803,-3.5881028
0.9498821,-3.6165006
0.92845285,-3.6374505
0.9250156,-3.6380243
0.9772313,-3.5846577
1.0243654,-3.523411
0.9723447,-3.5858266
0.9832135,-3.5756292
1.0223655,-3.513267
1.0234234,-3.5164027
1.0529178,-3.4861567
1.0241389,-3.5138412
1.0379192,-3.5043619
1.0566249,-3.4532454
1.0286372,-3.5066872
0.975499,-3.5805886
1.0050031,-3.5390303
1.0250539,-3.5204363
0.99377215,-3.5690105
3.170146,9.674559
3.1139545,9.728155
0.7852423,-4.0644155
0.81541216,-4.022494
0.77577674,-4.095994
0.7761556,-4.067547
3.1035106,9.74658
0.7521042,-4.0879526
0.728943,-4.1493564
0.7837103,-4.0572567
0.74687934,-4.1556716
0.64062047,-4.283514
0.6361755,-4.3231764
0.6746661,-4.2833347
0.70282966,-4.2745357
0.6341797,-4.2653265
0.6927636,-4.313763
0.6910989,-4.323339
0.6436984,-4.3692274
0.67005855,-4.3488483
0.67805743,-4.319399
0.650372,-4.3856144
0.65847147,-4.3174634
0.64896536,-4.3289075
3.1859176,9.699758
3.1553202,9.675102
0.61643374,-4.3479257
3.1555371,9.6841755
0.6121095,-4.3513765
0.5952848,-4.3926344
3.154183,9.668959
3.1946192,9.6396475
3.1501915,9.690342
3.14846,9.696494
0.62722653,-4.36336
3.1577876,9.649744
3.1498585,9.669229
0.6244554,-4.34499
3.1535015,9.676593
0.57000065,-4.3922744
0.6386031,-4.3582535
1.0106789,-9.423001
0.9359425,-8.500943
3.1370065,9.434302
0.9343173,-8.54864
0.9153831,-8.536846
0.94353485,-8.540149
0.94397676,-8.553158
0.9695057,-8.5065
0.9419826,-8.546492
3.1422908,9.433673
0.9114277,-8.554984
0.94687897,-9.106524
0.9151088,-8.882339
0.88847876,-8.780184
3.1385198,9.366059
0.97160375,-9.073275
1.0068619,-9.171315
0.97290194,-9.109019
1.0102204,-9.127857
0.9899286,-9.049713
0.9544471,-9.101708
0.95504284,-9.193341
1.0133275,-9.165384
0.9853722,-9.270458
0.91618925,-9.2010975
3.1535432,9.173288
0.88003093,-9.211184
3.1363955,9.1708355
0.8081702,-9.183117
0.87620145,-9.218018
0.8553289,-9.179792
0.82564795,-9.243661
0.90733755,-9.263864
0.8098128,-9.34652
0.65489733,-9.386477
0.71172875,-9.360306
0.52393425,-9.411028
3.1622958,9.188895
0.7109737,-9.355236
0.7011732,-9.334502
0.6228938,-9.352459
17.787758,14.395559
17.758398,14.373535
17.790075,14.365567
17.774958,14.390118
17.804775,14.377942
17.794664,14.384669
17.806816,14.41964
17.806608,14.407229
17.801409,14.4061
17.753214,14.40215
17.790592,14.411464
17.807287,14.368076
17.80729,14.414386
17.819347,14.411838
17.838491,14.410823
17.891935,14.44017
17.84361,14.495243
17.89413,14.400225
18.040956,14.360389
18.109627,14.268896
18.103432,14.28913
18.142769,14.220606
18.10603,14.272743
18.16651,14.236965
18.160217,14.266836
18.211697,14.171647
18.241518,14.158476
18.234596,14.159006
18.488205,13.923079
19.192434,13.288079
19.36943,13.180752
19.455153,13.074616
19.424644,13.046505
19.496767,12.9183655
19.649773,12.75527
19.578123,12.911849
19.734617,12.5094385
19.75234,12.542764
19.778393,12.561941
19.81866,12.593162
19.72388,12.517349
19.791964,12.572147
19.790455,12.580622
19.757761,12.549847
19.813457,12.638281
19.748713,12.584594
19.826668,12.640604
19.69607,12.538708
19.785046,12.638525
19.796196,12.669153
19.800194,12.778338
19.68442,12.56191
19.677704,12.591787
19.647886,12.54161
19.721357,12.561019
19.702543,12.596585
19.686537,12.6591425
19.723764,12.669842
19.726748,12.538235
19.733046,12.521989
19.746138,12.522018
19.793839,12.539475
19.727283,12.52529
19.71386,12.535373
19.820768,12.540915
19.828255,12.502084
19.810572,12.532119
19.73296,12.474206
19.75767,12.492683
19.762825,12.5480995
19.875036,12.556959
19.849674,12.530319
19.943851,12.65595
19.949324,12.633683
19.81003,12.584276
19.84129,12.575523
19.810677,12.555597
19.864315,12.621917
19.900496,12.676558
19.934954,12.66363
19.869492,12.671693
19.849005,12.652855
19.836254,12.689246
19.993076,12.799647
19.988781,12.734266
19.951382,12.806957
19.951199,12.777515
19.891853,12.807195
19.896454,12.87298
19.909184,12.806407
19.919724,12.742336
19.945194,12.758361
19.859348,12.852892
19.902529,12.787719
19.797506,12.898663
19.806427,12.9743805
19.800713,13.018534
19.735674,13.1070595
19.81958,13.1644745
19.769855,13.12872
19.767164,13.158043
19.696535,13.115343
19.722845,13.16787
19.71093,13.12378
19.603603,13.014108
19.64356,13.305973
19.704958,13.321013
19.5081,13.268397
19.484846,13.166618
19.572529,13.25498
19.470602,13.212598
19.531704,13.1877775
19.506634,13.212366
19.490328,13.138077
19.575342,13.169554
19.543568,13.267435
19.543612,13.238132
19.628843,13.390604
19.527294,13.234848
19.463125,13.219754
19.524834,13.158713
19.541481,13.212542
19.526459,13.194534
19.567152,13.2586355
19.562681,13.221372
19.624762,13.184892
19.662806,13.16143
19.633242,13.149763
19.618874,13.159098
19.691675,13.149593
19.599375,13.161391
19.651888,13.200397
19.711329,13.149916
19.696377,13.166683
19.76666,13.144885
19.95888,13.261678
19.690483,13.224639
19.640038,13.142613
19.767776,13.1472435
19.722486,13.19718
19.756422,13.125958
19.82703,13.145874
19.875307,13.16387
19.926424,13.205716
20.015255,13.112592
20.047344,13.097896
20.01713,13.17808
20.020004,13.136196
20.017298,13.144771
20.052603,13.091594
20.057573,13.119032
20.082512,13.121357
20.044533,13.128117
20.218674,13.078491
20.135798,13.116569
19.996424,13.108898
19.000952,12.622283
20.004492,13.050073
19.988241,13.10161
20.019358,13.092426
20.039608,13.1253395
19.965298,13.063279
20.043104,13.020705
19.942244,13.008211
20.110231,13.120112
20.255152,13.019657
20.323132,13.033374
20.198841,13.071921
20.204924,13.076652
20.23248,13.066157
20.214567,13.056503
20.216784,13.059606
20.221972,13.056562
20.17791,13.045059
20.23093,13.047118
20.229334,13.051337
20.182844,13.076222
20.212103,13.011589
20.22103,13.027217
20.217592,13.038063
20.197227,13.059516
20.08263,13.105377
20.03592,13.139471
20.073305,13.137602
19.95319,13.244821
19.941008,13.236269
19.913448,13.241168
19.800205,13.203662
19.698341,13.323662
19.654778,13.346301
19.612864,13.343463
19.647388,13.325781
19.579699,13.420081
19.555447,13.263327
19.545477,13.430943
19.494995,13.487338
19.561197,13.394928
19.582415,13.374726
19.52492,13.455445
19.482992,13.4599285
19.491924,13.468669
19.476837,13.489936
19.507605,13.457483
19.320412,13.598899
19.33928,13.59073
19.268978,13.689137
19.236515,13.707551
19.24071,13.6135845
19.140846,13.812244
19.266932,13.616195
12.4250345,17.121357
12.440806,17.161915
12.411956,17.102295
12.542198,17.15491
12.691719,17.144567
12.689592,17.108997
12.468125,17.143373
12.530079,17.159492
12.493822,17.12898
12.592715,17.13822
12.820355,17.1765
12.816699,17.2359
12.718576,17.1704
12.689843,17.134632
12.775247,17.15711
12.890967,17.179817
12.869666,17.198797
12.925873,17.18037
12.968566,17.240559
12.834459,17.146597
12.843586,17.145523
12.977552,17.151196
12.944955,17.171722
12.944762,17.150446
12.948841,17.149712
12.974131,17.160238
12.966752,17.10619
12.96884,17.076563
12.951406,17.140743
12.9704075,17.139372
12.941477,17.124506
12.874967,17.09025
12.972228,17.145378
12.975163,17.11082
12.943419,17.127571
12.798129,16.98429
12.713076,16.84652
12.961983,17.124105
12.962543,17.134462
12.821619,16.972256
12.835104,17.038332
12.787282,16.967508
12.797035,16.98412
12.852196,16.962101
12.866975,16.901955
12.822453,16.97155
12.791346,16.961197
12.730572,16.86285
12.797283,16.842007
12.783892,16.886526
12.6370125,16.76519
12.818604,16.873646
12.757511,16.946825
12.678166,16.684856
12.69749,16.684042
12.75034,16.704224
12.760572,16.648577
12.812389,16.63868
12.789536,16.570137
12.757369,16.54213
12.831374,16.595173
12.837958,16.620266
12.830821,16.586777
12.812547,16.545498
12.852505,16.58943
12.592703,16.386274
12.812004,16.560265
12.868659,16.560736
12.764804,16.5188
12.8526,16.569874
12.873778,16.613207
12.833729,16.579813
12.855787,16.579275
12.748255,16.48468
12.77204,16.501482
12.692281,16.43646
12.703291,16.416693
12.847403,16.549608
12.714411,16.467926
12.791374,16.466383
12.770806,16.505571
12.855326,16.55159
18.196121,15.024952
17.41009,14.925265
17.325785,14.84389
17.447311,14.93576
17.429277,14.894156
17.684431,14.977027
17.522503,14.938169
17.412989,14.879328
17.399326,14.915653
17.45986,14.876859
17.381865,14.962593
17.803513,14.926693
17.841764,15.069312
18.027205,14.915915
17.90409,15.005798
17.80187,14.903285
17.749601,14.9929495
17.75006,14.915326
17.652477,15.000075
17.596727,15.022972
17.806206,14.908004
18.172209,15.085973
18.1419,15.05852
18.135624,15.0495
18.198074,15.039513
18.194363,15.054468
18.092348,15.030203
18.106188,15.031237
18.120483,15.093869
18.134403,15.020013
18.137524,15.02004
18.12624,15.03129
18.178976,15.009133
18.183813,15.082432
18.161253,15.10008
18.131376,15.0769615
18.056885,15.035507
18.055162,15.067141
18.089706,15.148585
18.012684,15.226347
18.087381,15.178671
17.959282,15.262591
17.907892,15.254684
17.86728,15.176551
17.844748,15.158262
17.962687,15.307281
17.814587,15.270051
17.802267,15.17592
17.891256,15.331195
17.823008,15.222342
17.919472,15.314912
11.295736,15.380068
11.352383,15.608792
11.358953,15.602188
11.393137,15.571694
11.40851,15.630608
11.403825,15.630443
11.363398,15.607272
11.422564,15.60858
11.369245,15.575296
11.401145,15.472925
11.3069515,15.395598
11.242253,15.373937
11.404384,15.505701
11.259783,15.42664
11.3040695,15.32966
11.362717,15.324213
11.422456,15.282673
11.775257,15.142585
11.340326,15.328706
11.367567,15.317105
11.335085,15.360302
11.624286,15.1375265
11.692287,15.147028
11.742977,15.143294
11.668434,15.121303
11.670321,15.141789
11.662024,15.14705
11.3456335,15.286312
11.385962,15.364968
11.618617,15.180851
11.732667,15.120087
11.693833,15.140886
11.721967,15.10751
11.571086,15.186387
11.710332,15.127689
11.62428,15.196169
11.674499,15.145728
11.752614,15.169353
11.735658,15.182243
11.720901,15.129676
11.778438,15.14833
12.187523,15.529074
12.042551,15.219183
12.014949,15.170369
12.050633,15.20645
12.032109,15.220604
12.0371065,15.206487
12.0537815,15.183313
12.033588,15.219768
12.042611,15.225016
12.01675,15.207197
12.00441,15.21335
12.103258,15.303364
12.174499,15.463441
12.161189,15.451119
12.234949,15.560246
12.17469,15.583529
12.202839,15.54402
12.205977,15.626132
12.153046,15.698393
12.244122,15.681075
12.191289,15.7084465
12.199172,15.77856
12.2499485,15.726931
12.295806,15.845707
12.2698965,15.826825
12.298658,15.907863
12.377784,16.052551
12.569934,16.313038
12.6062565,16.337307
12.678844,16.406923
12.637175,16.394814
12.544936,16.319687
12.474184,16.249147
12.460739,16.255602
12.41219,16.252008
12.470646,16.246786
12.432903,16.222315
12.553384,16.33198
12.347532,16.125753
12.360252,16.200975
12.377096,16.217941
17.967175,15.468249
17.358536,15.103481
17.381693,15.148684
17.385168,15.095221
17.396925,15.179748
17.35987,15.10432
17.395859,15.167881
17.443394,15.029645
17.395584,15.038257
17.41868,15.02887
17.53172,15.222325
17.670973,15.372209
17.797691,15.444868
17.649105,15.115153
17.732939,15.281202
17.825945,15.226579
17.721779,15.3193245
17.703896,15.3314295
17.653149,15.357934
17.720573,15.393015
17.682457,15.342776
17.968012,15.574915
17.952621,15.584162
17.91684,15.505596
17.920036,15.542407
17.924818,15.527119
17.911615,15.528305
17.90277,15.500912
17.947077,15.549613
17.9172,15.491802
17.930517,15.443859
17.877007,15.410924
17.908426,15.538834
17.914387,15.526714
17.926643,15.563548
17.879639,15.529353
17.944277,15.559741
17.936642,15.557775
17.927954,15.543107
17.932467,15.535959
17.8695,15.447024
17.917639,15.481959
17.774437,15.381953
17.837868,15.273023
17.880083,15.495332
17.868116,15.451306
17.81912,15.325045
17.870209,15.478563
17.883799,15.431804
17.844814,15.412173
17.933025,15.28236
11.272262,15.336935
11.228534,15.385957
11.18606,15.395743
11.199058,15.4126625
11.156556,15.421243
11.186665,15.429108
11.189791,15.430071
11.208565,15.404968
11.195546,15.441778
11.253254,15.384301
11.178015,15.399921
11.227857,15.3723955
11.229039,15.358366
11.235549,15.401875
11.244566,15.323904
11.203285,15.401847
11.397373,15.267639
11.35701,15.296226
11.245474,15.361999
11.284982,15.345455
11.312007,15.280713
11.503867,15.290321
11.466336,15.283503
11.283858,15.326577
11.525333,15.3513565
11.451632,15.29774
11.302388,15.284908
11.307807,15.400475
11.422542,15.312298
11.4829235,15.298866
11.316785,15.332382
11.385397,15.359145
11.436146,15.311699
11.4649515,15.288865
11.482516,15.287436
11.559779,15.31251
11.499573,15.3161335
11.520485,15.278822
11.467383,15.328418
11.521994,15.415938
11.438996,15.316684
11.835756,15.607849
11.7401705,15.523806
11.745466,15.512597
11.719982,15.54523
11.779961,15.549871
11.623049,15.485403
11.779304,15.555963
11.767584,15.552351
11.845008,15.507547
11.793548,15.560288
11.910797,15.485711
11.948404,15.623825
11.859834,15.583994
11.967804,15.64868
11.867267,15.619223
11.835881,15.63385
11.902918,15.627903
11.744472,15.6306095
11.858598,15.610606
11.857211,15.629487
11.8631735,15.599099
11.928096,15.64042
11.783894,15.63648
11.904198,15.699795
11.942434,15.71162
12.000429,15.770446
11.985907,15.768478
11.846821,15.716618
11.965883,15.666166
12.058877,15.713154
12.085421,15.671473
12.330983,16.084455
12.053612,15.804804
12.04677,15.832232
12.082935,15.867373
12.088851,15.930108
12.063065,15.843143
12.128033,15.876724
12.090393,15.868993
12.079084,15.86383
12.096619,15.892789
17.82491,15.1274185
17.46914,14.941188
17.494314,14.950854
17.467157,14.955873
17.529888,14.962154
17.411022,15.008973
17.481642,14.931426
17.532495,14.864231
17.522297,14.900373
17.48454,14.920414
17.53877,14.86492
17.703009,14.888606
17.664164,14.856896
17.665787,14.899869
17.705578,15.009772
17.668987,14.959146
17.621578,14.892407
17.608181,14.932457
17.571424,14.866484
17.610184,14.906178
17.629633,14.885455
17.812937,15.03654
17.816942,15.023295
17.748888,15.060396
17.76396,15.017758
17.738522,14.949978
17.756437,15.041536
17.7474,15.028207
17.781185,15.03797
17.803665,15.039007
17.798529,15.02652
17.7934,15.046936
17.792213,15.043028
17.805824,15.028768
17.731346,14.879638
17.732006,14.943378
17.669737,14.858165
17.742002,14.968796
17.706734,14.902231
17.710188,14.937718
17.724094,14.913727
17.708393,14.821608
17.701586,14.834298
17.69825,14.826613
17.695898,14.974682
17.74896,14.9916
17.65479,14.842125
17.678923,14.903399
17.674057,14.943469
17.693705,14.898784
17.674482,14.857876
11.996419,17.163755
12.003334,17.22127
11.944421,17.210018
11.823498,17.299965
11.948755,17.208479
11.823307,17.226326
11.783594,17.277847
11.856657,17.23179
11.785141,17.28582
11.843381,17.244402
11.811164,17.25856
11.780776,17.287613
11.844721,17.226284
11.801417,17.260529
11.833771,17.272686
11.808681,17.240486
11.808191,17.268896
11.839302,17.227068
11.841891,17.22769
11.843715,17.233862
11.823869,17.240019
11.836267,17.226467
11.84884,17.20363
11.905007,17.165579
11.861937,17.240768
11.853139,17.23731
11.810753,17.251957
11.805821,17.241306
11.862532,17.19561
11.860286,17.228352
11.841665,17.204273
11.843053,17.19541
11.964284,17.150833
11.888676,17.216562
11.917497,17.190538
12.0307865,17.112047
11.984628,17.120943
12.001699,17.125492
11.990239,17.109568
11.885521,17.20326
11.857,17.193745
12.190512,16.756416
12.10893,16.877655
12.050578,16.92334
12.107582,16.872627
12.129363,16.856318
12.070079,16.901905
12.003339,16.964354
12.011609,16.962921
12.126112,16.86077
12.181304,16.855633
12.110707,16.865505
12.180804,16.822643
12.055165,16.773499
12.119595,16.85352
12.169255,16.816124
12.131242,16.820377
12.194475,16.846895
12.166616,16.805979
12.14137,16.842554
12.102719,16.84066
12.136318,16.82198
12.167625,16.8034
12.22159,16.787441
12.173838,16.80146
12.169974,16.806646
12.193279,16.81462
12.191206,16.805119
12.132584,16.820042
12.187901,16.782124
12.179086,16.798916
12.149448,16.803543
12.181668,16.778076
12.2523985,16.733599
12.220332,16.751945
12.185242,16.786634
12.18136,16.790321
12.210796,16.76469
12.296704,16.694815
12.2381115,16.77798
12.230975,16.753143
12.251938,16.7314
18.805807,12.835116
18.631252,12.794329
18.683735,12.772847
18.684305,12.747495
18.669317,12.778726
18.65951,12.770093
18.69518,12.752641
18.677307,12.764563
18.66645,12.770306
18.671959,12.770051
18.688705,12.764127
18.696693,12.747925
18.68339,12.776513
18.72543,12.751617
18.737926,12.744881
18.725546,12.741418
18.728485,12.761187
18.743048,12.770272
18.706732,12.760238
18.756632,12.751598
18.745905,12.763615
18.809011,12.750253
18.871737,12.794606
18.843603,12.762231
18.842384,12.7809925
19.022757,12.68359
18.969051,12.685324
19.024578,12.598955
19.042908,12.627333
19.112934,12.539568
19.101305,12.527718
19.100452,12.562346
19.1838,12.499539
19.166964,12.477593
19.165024,12.393069
19.17749,12.421085
19.174713,12.414046
19.190804,12.381781
19.191843,12.41586
19.213617,12.409391
19.195267,12.415062
19.193329,12.422653
19.227962,12.428011
19.262737,12.442886
19.218018,12.398497
19.190514,12.413652
19.217953,12.400603
19.186724,12.443983
19.207815,12.425474
19.226942,12.426162
