Dim_1,Dim_2
4.137048,-11.881064
4.117794,-11.869843
4.1531196,-11.867018
4.172391,-11.848918
2.9837763,8.743125
2.9919264,8.754439
4.2093186,-11.824814
4.1459455,-11.844437
4.1912136,-11.837236
4.1823215,-11.838708
4.2218895,-11.827797
4.203709,-11.812022
4.202121,-11.836937
4.1858397,-11.837932
4.1832933,-11.839847
4.182062,-11.8443165
4.179179,-11.838828
4.2132816,-11.832738
4.1788926,-11.842394
4.169568,-11.840088
4.123006,-11.8453455
4.0883417,-11.85304
3.9580426,-11.855652
3.935636,-11.834886
3.859455,-11.858762
3.9337623,-11.860492
3.9012947,-11.87109
3.9192145,-11.867792
3.7372956,-11.876703
3.8315125,-11.838597
3.71453,-11.912717
3.6807508,-11.877762
3.645683,-11.912523
3.6252232,-11.95258
3.5691605,-11.915872
3.5736153,-11.958012
3.4371798,-12.101668
3.675738,-11.90349
3.6147492,-11.923435
3.5922167,-11.951872
3.5624707,-11.946043
3.481292,-11.913245
3.4338908,-12.008908
3.4506876,-11.913389
3.439305,-12.089324
3.5461183,-11.906826
3.3951473,-12.093001
3.456048,-11.973356
3.507259,-11.988829
3.3902912,-12.09657
3.4348366,-12.074266
3.590074,-11.92239
3.5505102,-11.906943
3.5467548,-11.904444
3.5553496,-11.9393425
3.4118772,-12.083109
3.3407323,-11.8485
3.4934359,-11.955858
3.3828187,-11.887531
3.367497,-11.859308
3.3316207,-11.87703
3.3257408,-12.1049385
3.3871717,-11.905168
3.4612887,-11.934131
3.3289232,-11.910471
3.2850344,-11.952621
3.1460893,-11.976558
3.1593022,-11.944995
3.0736022,-12.042783
3.011627,8.799745
3.3700566,-11.934174
3.2841983,-11.863039
3.2466779,-11.826362
3.1973088,-11.920128
3.104615,-11.845022
3.1627486,-11.730179
3.1495802,-11.819935
3.2497969,-11.793406
3.226602,-11.840882
3.1532075,-11.803565
3.1852746,-11.782289
3.0862913,-12.171538
3.1375625,-11.787474
3.054491,-11.814469
3.1004212,-11.761561
3.1000485,-11.809774
3.2011027,-11.820505
3.2222233,-11.830183
3.195249,-11.779142
3.1952422,-11.935634
3.1082745,-12.170605
3.198402,-11.89251
3.1154757,-12.144414
3.1153235,-12.185298
3.2304215,-11.841803
3.0562644,-12.195442
3.0687783,-12.148123
3.08066,-12.138016
3.0432773,-11.892772
3.01771,-12.183632
2.9796715,-11.990044
2.966282,-11.959126
2.8308012,-11.996304
2.9734802,-11.8343725
2.996698,-11.903768
2.9500098,-11.865568
2.9934723,-11.870782
2.9034457,-12.166711
2.8170207,-12.015562
2.726696,-12.077334
2.854778,-11.8804865
2.8796594,-11.897641
2.897473,-11.88464
3.0211782,8.820076
2.8420193,-11.912535
2.8173392,-11.907354
2.813506,-11.912989
3.0481417,8.849402
2.8515913,-12.023879
3.0231202,8.820294
2.759606,-12.002598
2.7955334,-11.986363
2.8311167,-12.1757345
2.910416,-11.929243
2.7856226,-12.090777
2.79958,-11.947125
2.7374785,-11.982893
2.7208128,-11.99102
2.8169003,-11.919089
3.0266466,8.830241
3.023336,8.825365
2.8127823,-11.886409
2.855663,-11.85927
3.0235584,8.821508
2.8420582,-11.865846
2.7610025,-11.880536
3.0243309,8.825375
2.7159915,-11.944448
2.088982,-12.123618
2.5770707,-12.009909
2.3884523,-12.050272
2.7241528,-11.893564
2.6445527,-11.971655
3.0217855,8.824911
2.6558776,-11.984539
2.5995574,-12.044725
2.8184357,-11.932113
2.8617988,-11.893355
2.8753111,-11.909857
2.8065577,-11.976386
2.800306,-11.96739
2.7521527,-11.859249
2.7664664,-11.9077215
2.5726392,-12.029738
2.3428335,-12.108078
2.5783038,-12.060617
2.7231004,-11.97478
2.7447066,-11.967573
2.5600514,-12.103733
2.6969466,-11.952577
3.0222619,8.824772
3.0274413,8.83845
2.6308165,-12.033079
2.4706652,-12.104454
2.4852018,-12.088341
2.4631884,-12.131516
2.5654685,-12.04845
2.5828788,-12.065887
2.3866422,-12.138392
2.435588,-12.103046
2.4706438,-12.105595
2.4861312,-12.080583
2.4069357,-12.090106
2.5175116,-12.068886
2.5267382,-12.099036
2.5151064,-12.083551
2.4781156,-12.105179
2.4767811,-12.09225
2.1222138,-12.110408
2.0795212,-12.122199
2.1752427,-12.102873
2.1743042,-12.09613
2.1497736,-12.110538
2.0935082,-12.129856
2.0752645,-12.14428
2.0832067,-12.126532
2.1112397,-12.111227
2.113322,-12.113544
2.1409476,-12.089071
2.0846071,-12.113074
2.1476321,-12.100011
3.0246859,8.841195
2.1229167,-12.10714
2.1186404,-12.111745
2.111798,-12.115496
2.1163747,-12.114165
2.1112888,-12.121167
2.1198695,-12.103724
2.0985634,-12.11288
3.034229,8.862463
2.1091866,-12.109217
2.122216,-12.109457
3.0271564,8.842594
2.1400528,-12.101167
2.1208627,-12.105867
2.1086833,-12.1032915
2.4585323,-12.101576
-1.6340652,-2.9920907
3.0579739,9.785142
-1.816072,-2.8194456
-1.8095278,-2.8200083
-1.7709911,-2.832508
-1.7940743,-2.8373766
-1.7848096,-2.8494499
-1.7938925,-2.84147
-1.7983224,-2.8395014
-1.7644395,-2.856777
-1.8099734,-2.8542364
-1.7357788,-2.9024508
-1.7482497,-2.9007008
-1.7628652,-2.8727262
-1.7686863,-2.8645127
-1.7552685,-2.8834577
-1.7608664,-2.8669508
-1.7257777,-2.9012825
-1.7439692,-2.883158
-1.7583934,-2.8740587
-1.7499702,-2.869603
-1.6531261,-2.9735384
-1.6130493,-3.0218148
-1.6403244,-2.9860635
-1.6618501,-2.9652085
-1.679948,-2.9442015
-1.6309533,-2.9978244
-1.634302,-2.9947832
-1.6260799,-2.9945235
-1.6249107,-2.9921267
-1.6325054,-2.9836063
-1.6013076,-3.0211864
-1.5912886,-3.0216107
-1.5330225,-3.081346
-1.6200478,-3.0010228
-1.5474763,-3.0662744
-1.5313296,-3.0779305
-1.5388309,-3.054356
-1.548657,-3.064492
-1.5532737,-3.0242457
-1.577801,-3.0122294
-0.83126163,-3.773001
-0.98680514,-3.568435
-0.93780625,-3.6102364
-0.98864657,-3.5624478
-0.97644717,-3.5700128
-0.9243002,-3.6162498
-0.9675709,-3.5813587
-0.9436294,-3.6027775
-0.9480433,-3.5985067
-0.96760446,-3.5707037
-0.9527466,-3.5946946
-0.88033235,-3.6982586
-0.8119946,-3.7712185
-0.82784224,-3.7639906
-0.8353414,-3.749822
-0.793263,-3.7836232
-0.8357991,-3.740358
-0.7869241,-3.7937613
-0.80515486,-3.773277
-0.79176784,-3.79217
-0.8041508,-3.7828984
-0.7975885,-3.79623
-0.7724861,-3.816184
-0.80201143,-3.786615
-0.774928,-3.8125596
-0.7535403,-3.8129647
-0.74284714,-3.824832
-0.7901236,-3.804132
-0.76546574,-3.8212376
-0.7625213,-3.8311944
-0.7496083,-3.8273807
-0.6801807,-3.8898926
-0.7520284,-3.8397834
-0.70167476,-3.8668144
-0.68616635,-3.8810678
-0.64683354,-3.9147713
-0.64916474,-3.9051998
-0.643334,-3.9154093
-0.62824255,-3.9184942
-0.6558119,-3.9152045
-0.6525022,-3.903765
0.3041636,-9.436243
0.73104197,-8.525377
0.73426145,-8.540138
0.7295153,-8.602595
0.7491812,-8.528277
0.7410818,-8.527186
0.73401594,-8.501803
0.72322375,-8.588401
0.7133577,-8.534319
0.718805,-8.582345
0.73355216,-8.55061
0.54977345,-9.010204
0.6440993,-8.9238
0.5276718,-8.946398
0.5228402,-8.939323
0.5279963,-8.959116
0.54724604,-8.992451
0.5399455,-8.974185
0.5725275,-9.018008
0.6177834,-9.024977
0.5735753,-9.040594
0.35240078,-9.343433
0.26534003,-9.384369
0.2632826,-9.391209
0.2807708,-9.385437
0.22563702,-9.385631
0.272486,-9.393213
0.28126445,-9.393705
0.25200352,-9.384825
0.2910426,-9.3770485
0.2665801,-9.402364
0.27174452,-9.403492
0.28057456,-9.397819
0.25261632,-9.397324
0.26301154,-9.419549
0.25746018,-9.418956
0.3079933,-9.388125
0.44064677,-9.335962
0.446794,-9.290707
0.29920793,-9.385785
0.4593263,-9.356151
0.5191409,-9.300685
0.47937492,-9.281328
0.5157702,-9.215292
0.54368204,-9.240921
0.5730538,-9.219062
0.54144967,-9.287034
0.3528657,-9.354722
0.52401316,-9.245381
0.5206301,-9.308662
0.3864221,-9.350172
-1.0582571,-1.8415405
-1.1825117,-1.9539449
-1.2102846,-1.9786874
-1.2350031,-2.0064762
-1.2297461,-2.0016696
-1.2088331,-1.9828821
-1.2262378,-1.9982636
-1.244415,-2.0166962
-1.1981134,-1.9773941
-1.2183012,-1.9920044
-1.2215515,-1.9995016
-1.1573229,-1.9426454
-1.1773959,-1.9957659
-1.1797284,-1.9550216
-1.1295645,-1.9067725
-1.1996464,-1.9742342
-1.1585791,-1.937019
-1.1250153,-1.9117457
-1.1659429,-1.9564965
-1.1441282,-1.9336549
-1.1163912,-1.8997917
-1.0994998,-1.8596433
-1.0758497,-1.8630029
-1.066686,-1.8514354
-1.0821165,-1.8657805
-1.050622,-1.8415842
-1.0725777,-1.8610173
-1.0627131,-1.8508769
-1.0786039,-1.8627172
-1.0291238,-1.8234435
-1.105803,-1.9034121
-1.050653,-1.847968
-1.0434453,-1.8346639
-1.0804315,-1.8642133
-1.0810404,-1.8765032
-1.0903577,-1.8744487
-1.0796125,-1.8679707
-1.0946342,-1.8880494
-1.093389,-1.879198
-1.0359565,-1.826697
-1.0719329,-1.8564305
-0.17822261,-4.0847735
-0.40166795,-3.81482
-0.30927196,-3.8710866
-0.34173194,-3.8583915
-0.3483793,-3.8763964
-0.45116118,-3.7966545
-0.44828063,-3.829388
-0.39299518,-3.8331115
-0.41630584,-3.827004
-0.29008895,-3.9072816
-0.322664,-3.882035
-0.25455594,-4.0111384
-0.30327758,-3.9540577
-0.27163416,-3.971864
-0.26925075,-3.9973824
-0.25980702,-3.992003
-0.18719941,-4.055155
-0.25078747,-4.009207
-0.23442553,-4.0222516
-0.21748884,-4.027468
-0.2483809,-4.009195
-0.13633573,-4.1548414
-0.14150469,-4.119228
-0.15861344,-4.1194434
-0.15190567,-4.099702
-0.14723326,-4.1082463
-0.1072559,-4.1444197
-0.1540211,-4.119367
-0.12852119,-4.128241
-0.10750137,-4.143887
-0.12700172,-4.118838
-0.09484838,-4.1433206
-0.0913318,-4.1422257
-0.10821739,-4.1221313
3.1498792,9.6482
-0.08514,-4.1351247
-0.09432035,-4.140567
-0.10115612,-4.149998
-0.11603259,-4.1261687
3.1821694,9.634796
-0.087755285,-4.151987
0.779806,-9.510057
0.8692628,-8.5208235
0.8666464,-8.521783
0.8547897,-8.509746
0.8677067,-8.528313
0.884703,-8.540207
0.83678794,-8.542984
0.87132585,-8.5185995
0.89509284,-8.515197
0.8830068,-8.534285
0.8887685,-8.604679
0.924026,-9.083924
0.92178214,-9.003482
0.9016273,-9.0273905
0.9403362,-8.987911
0.8971851,-9.01126
0.8878969,-9.081436
0.8739523,-8.993543
0.88809067,-9.02558
0.894264,-9.054534
0.9182108,-9.080294
0.8981353,-9.527868
3.1630025,9.187348
0.8286607,-9.584888
0.8758171,-9.524636
0.8462675,-9.557542
0.8631771,-9.546514
0.8835937,-9.570324
0.86777276,-9.37085
0.86853015,-9.470736
0.83290905,-9.429865
0.8365595,-9.4597225
0.9055214,-9.3569
0.8980306,-9.433159
0.8699241,-9.519497
0.84795487,-9.4288025
0.8646143,-9.439365
0.8621981,-9.453479
0.8913814,-9.551807
0.83992237,-9.504655
0.817487,-9.550814
0.93682045,-9.448461
0.8915676,-9.398175
0.88682824,-9.433122
0.9416819,-9.205938
0.9126971,-9.217568
1.0132515,-9.099781
0.9985015,-9.169342
0.9685525,-9.207551
